,Accident_Index_x,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Accident_Index_y,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type,city
1742285,2015440435919,464738.0,98218.0,-1.083129,50.779935,44,3,2,1,2015-12-13,1,15:23,498,E06000044,3,288,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01017123,201231C176812,1,1,1,1,23,5,3,0,0,0,0,0,9,1,Portsmouth
1742286,2015440435982,482537.0,161355.0,-0.816335,51.345295,44,3,2,2,2015-12-13,1,15:15,494,E10000014,6,0,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01022891,201231C177012,1,1,2,1,-1,-1,3,0,0,0,4,0,11,-1,Hart
1742287,2015440435994,480865.0,153683.0,-0.842073,51.276564,44,2,2,1,2015-12-12,7,18:45,494,E10000014,3,3013,6,30,8,2,6,0,0,0,7,1,1,0,0,1,2,E01022862,201231C177112,1,1,1,2,20,4,3,0,0,0,0,0,9,-1,Hart
1742288,2015440436296,431490.0,144264.0,-1.550715,51.196732,44,3,1,1,2015-12-13,1,21:14,501,E10000014,6,0,6,30,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01023159,201231C177912,1,1,3,1,21,5,3,4,1,0,0,0,0,2,Test Valley
1746122,2015450035782,519852.0,158353.0,-0.2818,51.311679,45,3,1,1,2015-12-13,1,23:04,38,E10000030,6,2337,6,40,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01030417,201232L400812,2,1,1,2,33,6,3,0,0,0,0,0,9,2,Mole Valley
1746123,2015450035792,513133.0,142880.0,-0.383043,51.173977,45,2,2,1,2015-12-13,1,11:30,512,E10000030,5,43,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01030555,201232L400812,2,2,2,2,36,7,3,0,0,1,0,0,9,2,Mole Valley
1746127,2015450035817,502383.0,172783.0,-0.528188,51.444793,45,3,4,5,2015-12-13,1,16:38,40,E10000030,3,30,3,70,1,2,3,30,0,0,4,1,1,0,0,2,1,E01030735,201232L404812,2,1,1,2,17,4,3,0,0,0,0,0,2,1,Spelthorne
1746128,2015450035818,510758.0,159669.0,-0.411813,51.325348,45,2,1,1,2015-12-13,1,10:28,510,E10000030,5,42,6,30,8,4,-1,-1,0,0,1,1,2,0,0,1,1,E01030302,201232L405212,1,1,1,1,56,9,3,0,0,0,0,0,9,1,Elmbridge
1746192,2015450036340,507816.0,158719.0,-0.454306,51.317374,45,3,2,1,2015-12-12,7,07:30,511,E10000030,3,3,7,30,0,-1,-1,0,0,0,7,1,1,0,0,2,1,E01030458,201232N023212,2,1,1,1,47,8,2,0,0,0,0,0,9,2,
1746193,2015450036341,502380.0,172919.0,-0.528192,51.446016,45,3,2,3,2015-12-13,1,19:33,40,E10000030,1,25,3,70,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01030735,201232N023212,2,2,2,1,43,7,2,0,0,1,0,0,9,3,Spelthorne
1746194,2015450036348,506494.0,172788.0,-0.469055,51.444081,45,3,1,1,2015-12-12,7,13:20,40,E10000030,3,30,3,40,3,4,5,239,0,0,1,1,1,0,0,1,1,E01030711,201232N023412,1,1,1,1,21,5,3,0,0,0,0,0,3,3,Spelthorne
1746195,2015450036352,495846.0,157217.0,-0.626413,51.306012,45,3,2,2,2015-12-13,1,23:56,518,E10000030,3,322,6,30,8,4,-1,-1,0,5,4,4,2,0,0,1,1,E01030944,201232N024212,2,1,1,2,34,6,3,0,0,0,0,0,9,1,
1746205,2015450036388,489820.0,136017.0,-0.718138,51.116413,45,3,3,6,2015-12-12,7,15:35,517,E10000030,3,3,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01030879,201232N027212,2,2,1,1,27,6,3,0,0,0,0,0,90,1,Waverley
1746206,2015450036397,488733.0,135287.0,-0.733843,51.11002,45,3,1,1,2015-12-13,1,21:15,517,E10000030,3,3,3,70,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01030929,201232N028612,1,1,1,1,40,7,2,0,0,0,0,0,19,3,Waverley
1746218,2015450036517,499437.0,153136.0,-0.57605,51.268713,45,3,2,3,2015-12-12,7,09:12,511,E10000030,3,320,6,40,3,4,5,14,0,0,1,1,2,0,0,2,2,E01030504,201232N035812,2,2,2,2,14,3,3,0,0,1,0,0,9,2,
1746221,2015450036535,507508.0,163352.0,-0.457326,51.359075,45,3,2,1,2015-12-13,1,10:44,510,E10000030,4,374,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01030347,201232N036712,1,1,1,2,65,9,3,0,0,0,0,0,9,3,Elmbridge
1746222,2015450036537,511719.0,164504.0,-0.39651,51.368618,45,3,2,1,2015-12-13,1,09:19,510,E10000030,3,244,1,40,1,4,5,153,0,4,1,2,2,0,0,1,1,E01030311,201232N037212,2,1,1,1,44,7,2,0,0,0,0,0,1,1,Elmbridge
1750941,2015460264819,558000.0,162630.0,0.267022,51.340803,46,3,2,1,2015-12-12,7,23:24,538,E10000016,5,269,6,30,0,-1,-1,0,0,0,7,9,1,0,0,2,2,E01024435,201234NW19112,1,1,3,1,12,3,3,5,3,0,0,0,0,-1,Sevenoaks
1750949,2015460264837,552800.0,173920.0,0.197281,51.443664,46,3,2,1,2015-12-13,1,18:19,532,E10000016,6,3205,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01024145,201234NW19902,3,1,1,1,31,6,2,0,0,0,0,0,9,1,Dartford
1750950,2015460264839,556900.0,175360.0,0.256866,51.455482,46,3,1,1,2015-12-13,1,15:24,532,E10000016,3,206,3,40,1,4,6,0,0,0,1,2,2,0,0,1,1,E01024172,201234NW20012,1,1,1,1,14,3,3,0,0,0,0,0,1,-1,Dartford
1750957,2015460264852,617750.0,160440.0,1.122336,51.301416,46,3,3,1,2015-12-12,7,22:26,531,E10000016,3,28,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01024113,201234NW21502,1,1,1,1,28,6,3,0,0,0,0,0,9,1,Canterbury
1750963,2015460264863,563990.0,156500.0,0.350127,51.284035,46,1,2,2,2015-12-13,1,06:40,542,E10000016,4,2016,6,50,0,-1,-1,0,0,0,1,2,2,6,0,2,1,E01032620,201234NW22192,2,2,2,1,75,10,3,0,0,1,0,0,9,1,Tonbridge and Malling
1750974,2015460264879,627510.0,166990.0,1.266288,51.356403,46,3,1,1,2015-12-13,1,16:40,541,E10000016,3,299,1,70,1,4,6,0,0,0,1,1,2,0,0,2,1,E01024703,201234NW24312,1,1,3,1,11,3,2,8,7,0,0,0,0,1,Canterbury
1750976,2015460264883,576184.0,167472.0,0.530227,51.378958,46,3,2,1,2015-12-13,1,20:30,544,E06000035,3,2,3,30,9,2,6,0,0,5,4,1,1,0,0,1,1,E01016019,201234NW24882,2,1,2,1,3,1,3,0,0,2,4,0,11,-1,
1750981,2015460264896,635920.0,170020.0,1.388866,51.380173,46,3,2,2,2015-12-12,7,21:55,541,E10000016,3,255,1,30,1,4,6,0,0,0,4,1,1,0,0,1,2,E01024677,201234NW26252,2,1,2,2,36,7,3,0,0,2,0,0,19,1,
1750986,2015460264909,633760.0,170230.0,1.358021,51.382951,46,3,3,1,2015-12-12,7,13:20,541,E10000016,5,424,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01024711,201234NW27522,2,1,1,1,24,5,3,0,0,0,0,0,9,1,
1750994,2015460264932,554530.0,151050.0,0.212236,51.237709,46,3,3,1,2015-12-13,1,09:45,542,E10000016,4,245,6,60,8,4,6,0,0,0,1,2,2,0,0,2,1,E01024754,201234NW28652,1,1,1,2,28,6,2,0,0,0,0,0,5,1,Sevenoaks
1751011,2015460264975,552870.0,173790.0,0.198231,51.442477,46,3,2,1,2015-12-13,1,09:20,532,E10000016,3,2018,6,30,8,4,6,0,0,0,1,8,2,0,0,1,1,E01024145,201234TD80012,2,2,1,1,23,5,3,0,0,0,0,0,21,-1,Dartford
1751026,2015460265010,574766.0,167623.0,0.509947,51.380752,46,3,2,1,2015-12-13,1,08:24,544,E06000035,3,229,6,30,0,-1,-1,0,0,0,1,4,2,0,0,1,1,E01016110,201234TD80242,1,1,1,1,51,8,1,0,0,0,0,0,21,-1,
1751029,2015460265025,572677.0,166429.0,0.479379,51.370665,46,2,1,1,2015-12-12,7,02:38,544,E06000035,5,21,6,60,0,-1,-1,0,0,0,6,1,2,0,0,1,1,E01016127,201234TD80252,1,2,1,1,38,7,3,0,0,0,0,0,9,3,
1751032,2015460265051,573953.0,169008.0,0.498954,51.393443,46,2,1,1,2015-12-13,1,13:55,544,E06000035,3,2,3,30,9,2,6,0,0,5,1,4,1,0,0,1,1,E01016136,201234TD80322,1,2,2,1,33,6,1,0,0,2,0,0,9,1,
1751070,2015460265143,582191.0,165775.0,0.615579,51.361821,46,2,2,1,2015-12-12,7,14:03,544,E06000035,3,2,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01016102,201234TM10682,3,5,1,1,64,9,3,0,0,0,0,0,21,1,
1751084,2015460265195,602250.0,124130.0,0.879921,50.981045,46,2,2,2,2015-12-13,1,21:08,539,E10000016,6,2001,6,30,3,4,6,0,0,0,6,1,2,0,0,2,1,E01024549,201234TM17192,1,2,1,1,57,9,3,0,0,0,0,0,21,1,Folkestone and Hythe
1751145,2015460265364,635900.0,170020.0,1.388579,51.380181,46,2,1,1,2015-12-12,7,23:00,541,E10000016,3,255,6,30,0,-1,-1,0,0,0,7,9,1,0,0,1,1,E01024677,201234TW80142,1,1,1,1,79,11,1,0,0,0,0,0,9,-1,Thanet
1751224,2015460265899,555470.0,170880.0,0.234335,51.415625,46,3,2,1,2015-12-12,7,12:15,532,E10000016,3,225,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01024173,201234WD15392,1,1,1,1,14,3,3,0,0,0,0,0,1,1,Dartford
1751231,2015460266191,635540.0,170640.0,1.383826,51.385896,46,3,1,1,2015-12-12,7,21:45,541,E10000016,6,4155,2,30,0,-1,-1,0,0,0,4,4,1,0,0,1,1,E01024678,201234WD16462,1,1,1,1,31,6,3,0,0,0,0,0,8,1,
1755308,2015471507354,533868.0,137922.0,-0.08844,51.124946,47,3,3,2,2015-12-12,7,14:06,563,E10000032,4,2028,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01031723,2012360064707,1,1,1,1,32,6,3,0,0,0,0,0,9,3,Mid Sussex
1755311,2015471507359,531391.0,104979.0,-0.13571,50.829445,47,3,2,1,2015-12-12,7,15:10,565,E06000043,3,23,6,20,6,2,3,270,0,5,1,4,2,0,0,1,1,E01016964,2012360064715,1,1,1,2,48,8,3,0,0,0,0,0,9,3,Brighton
1755313,2015471507361,514433.0,102806.0,-0.377068,50.813509,47,3,2,1,2015-12-12,7,17:35,564,E10000032,6,0,1,30,1,4,3,259,0,0,4,1,2,0,0,1,2,E01031790,2012360064722,1,1,1,1,26,6,3,0,0,0,0,0,9,1,
1755314,2015471507363,526226.0,129196.0,-0.200628,51.048253,47,3,5,4,2015-12-12,7,18:25,563,E10000032,3,23,3,70,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01031692,2012360064723,1,1,2,2,67,10,3,0,0,1,0,0,9,3,Mid Sussex
1755315,2015471507364,534870.0,103031.0,-0.087056,50.811138,47,2,2,3,2015-12-12,7,19:15,565,E06000043,3,259,6,30,8,4,6,0,0,0,6,4,1,0,0,2,1,E01016957,2012360064723,2,2,2,1,47,8,3,0,0,1,0,0,9,2,
1755316,2015471507365,537298.0,132433.0,-0.041542,51.074807,47,3,2,2,2015-12-12,7,18:15,563,E10000032,6,0,6,30,3,4,6,0,0,0,7,1,1,0,0,2,1,E01031766,2012360064723,2,3,1,1,54,8,3,0,0,0,0,0,9,1,Mid Sussex
1755318,2015471507369,500977.0,114444.0,-0.56479,50.92063,47,3,3,2,2015-12-12,7,18:00,559,E10000032,3,29,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01031479,2012360064729,2,1,1,1,21,5,3,0,0,0,0,0,9,1,Chichester
1755319,2015471507370,519318.0,133069.0,-0.297854,51.08454,47,3,1,1,2015-12-13,1,01:15,562,E10000032,6,0,6,30,0,-1,-1,0,0,0,6,1,1,0,0,1,1,E01031646,2012360064730,2,1,1,2,45,7,3,0,0,0,0,0,9,1,Horsham
1755320,2015471507371,528533.0,108056.0,-0.175191,50.857742,47,3,2,1,2015-12-13,1,06:50,565,E06000043,3,2038,1,30,1,4,3,27,0,0,7,1,1,0,0,2,1,E01016885,2012360064732,2,1,2,2,77,11,3,0,0,0,4,0,11,1,
1755321,2015471507380,521993.0,134144.0,-0.259318,51.09364,47,3,1,1,2015-12-13,1,00:20,562,E10000032,3,264,3,70,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01031676,2012360064734,1,1,3,1,64,9,3,6,8,0,0,0,0,2,Horsham
1755322,2015471507382,546792.0,99763.0,0.080743,50.778874,47,3,1,2,2015-12-13,1,20:06,554,E10000011,6,0,6,30,0,-1,-1,0,0,0,7,4,2,0,0,1,1,E01021082,2012360064736,2,1,1,1,14,3,3,0,0,0,0,0,1,2,Lewes
1755331,2015471507401,515807.0,113287.0,-0.354261,50.907448,47,2,1,1,2015-12-13,1,12:19,562,E10000032,3,283,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01031622,2012360064760,1,1,3,1,12,3,2,3,1,0,0,0,0,1,Horsham
1755332,2015471507402,519138.0,105727.0,-0.309366,50.838817,47,2,1,1,2015-12-13,1,15:43,557,E10000032,3,27,3,40,3,4,6,0,0,0,1,1,1,0,0,1,1,E01031358,2012360064763,1,1,3,1,35,6,3,5,1,0,0,0,0,1,Adur
1755344,2015471507424,573540.0,107231.0,0.463322,50.838587,47,3,2,1,2015-12-13,1,13:42,555,E10000011,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01021091,2012360064792,1,1,1,1,37,7,3,0,0,0,0,0,9,2,Rother
1755519,2015471507737,528597.0,136927.0,-0.164073,51.11721,47,3,2,1,2015-12-12,7,22:08,560,E10000032,3,2220,6,30,3,2,6,0,0,0,4,1,2,0,0,1,1,E01031600,2012360065173,1,1,1,2,17,4,3,0,0,0,0,0,9,3,
1755541,2015471601252,531463.0,103861.0,-0.135089,50.81938,47,3,3,1,2015-12-13,1,03:15,565,E06000043,6,0,6,20,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01016944,2012360065220,2,1,1,1,62,9,3,0,0,0,0,0,9,2,Brighton
1755592,2015480036223,532860.0,180760.0,-0.086885,51.510156,48,3,1,1,2015-12-12,7,02:25,570,E09000001,3,501,6,20,3,4,5,0,0,0,4,1,1,0,0,1,1,E01032739,2012360065339,1,1,1,1,20,4,3,0,0,0,0,0,9,1,City of London
1755600,2015480036545,533150.0,181350.0,-0.082486,51.51539,48,3,1,1,2015-12-12,7,07:30,570,E09000001,3,10,6,20,3,4,6,0,0,0,1,1,1,4,0,1,1,E01032739,2012360065355,3,2,1,1,20,4,3,0,0,0,0,0,9,3,City of London
1755623,2015500040015,163196.0,25262.0,-5.311302,50.080187,50,3,1,2,2015-12-13,1,04:13,596,E06000052,4,3304,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,2,E01018907,2012360065400,2,1,1,2,64,9,2,0,0,0,0,0,9,2,
1755726,201550AC3G008,172568.0,44127.0,-5.191797,50.253248,50,2,2,3,2015-12-13,1,17:42,596,E06000052,4,3298,6,40,6,3,6,0,0,0,6,1,1,0,0,1,1,E01018918,2012360065597,1,1,1,1,73,10,3,0,0,0,0,0,9,1,
1756397,201550BW3N006,197186.0,76554.0,-4.864453,50.553474,50,3,2,2,2015-12-13,1,17:50,596,E06000052,4,3314,6,60,3,4,6,0,0,0,6,1,1,0,0,2,1,E01033289,2012360066960,1,1,3,1,7,2,3,9,5,0,0,0,0,3,
1756566,201550CD2I003,237530.0,123103.0,-4.316048,50.984345,50,3,1,1,2015-12-13,1,02:18,588,E10000008,3,39,6,60,0,-1,-1,0,0,0,6,9,2,0,0,2,1,E01020295,2012360067334,2,1,1,2,18,4,3,0,0,0,0,0,9,3,Torridge
1756946,201550DE2M040,291403.0,91968.0,-3.539658,50.717162,50,3,1,1,2015-12-12,7,16:19,581,E10000008,4,3212,6,30,0,-1,-1,0,0,4,4,1,1,0,0,1,1,E01020030,2012360068181,2,1,1,1,20,4,3,0,0,0,0,0,9,1,Exeter
1757848,201550FT2F030,292076.0,63500.0,-3.521853,50.461369,50,3,1,1,2015-12-13,1,03:54,587,E06000027,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01015267,2012370105712,1,1,3,1,35,6,3,6,9,0,0,0,0,1,
1758086,201550GC2I001,194721.0,64689.0,-4.892681,50.446048,50,3,1,1,2015-12-12,7,17:40,596,E06000052,4,3274,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01019052,2012370151812,1,1,1,1,57,9,3,0,0,0,0,0,19,3,
1758272,201550GT3F037,174922.0,47214.0,-5.160664,50.28187,50,3,2,2,2015-12-12,7,17:18,596,E06000052,3,30,6,60,0,-1,-1,0,0,0,6,4,1,0,0,2,1,E01018843,2012370191412,1,1,2,2,19,4,3,0,0,2,0,0,9,1,
1758553,201550JG3J019,292670.0,73932.0,-3.51649,50.555261,50,3,2,6,2015-12-12,7,13:52,585,E10000008,6,0,6,60,0,-1,-1,0,0,0,1,5,2,0,0,2,1,E01020200,2012370254912,1,1,1,1,19,4,3,0,0,0,0,0,9,3,Teignbridge
1758667,201550JK2K002,271371.0,45833.0,-3.807368,50.298387,50,3,2,1,2015-12-13,1,15:23,584,E10000008,3,379,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,E01020179,2012370278312,1,1,1,2,49,8,2,0,0,0,0,0,9,1,South Hams
1758920,201550JS2K017,265833.0,56163.0,-3.888761,50.390002,50,3,1,1,2015-12-12,7,07:24,584,E10000008,3,38,3,70,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01020160,2012370330512,2,1,1,1,20,4,3,0,0,0,0,0,9,2,South Hams
1758965,201550JT2B015,247849.0,74378.0,-4.148986,50.549314,50,3,2,1,2015-12-13,1,15:00,589,E10000008,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,2,E01020332,2012370340912,2,2,1,1,27,6,3,0,0,0,0,0,9,1,West Devon
1760416,2015520509203,348792.0,119897.0,-2.730758,50.976195,52,3,2,1,2015-12-13,1,19:49,610,E10000027,6,0,6,60,3,4,6,0,0,0,6,1,1,0,0,2,1,E01029203,2012400BA0764,2,1,1,1,45,7,3,0,0,0,0,0,1,-1,South Somerset
1760440,2015520600181,377656.0,147348.0,-2.321351,51.224882,52,3,2,1,2015-12-13,1,18:49,606,E10000027,4,3092,6,30,6,2,4,3092,0,5,4,1,1,0,0,1,1,E01029037,2012400BA0802,2,1,1,1,29,6,3,0,0,0,0,0,9,1,Mendip
1760485,2015520600899,352298.0,123797.0,-2.681337,51.011564,52,3,2,1,2015-12-13,1,23:30,610,E10000027,4,3151,1,30,1,4,6,0,0,0,1,1,2,0,0,2,1,E01029198,2012400BA0882,1,1,3,1,20,4,2,5,1,0,0,0,0,1,South Somerset
1762293,2015521508883,362136.0,173353.0,-2.546365,51.457879,52,3,2,1,2015-12-12,7,17:05,601,E06000023,6,0,6,20,3,4,6,0,0,0,4,1,1,0,0,1,2,E01014684,20124100A0797,2,2,1,2,18,4,3,0,0,0,0,0,9,1,Bristol
1762355,2015521509209,360209.0,171616.0,-2.573903,51.442129,52,3,2,4,2015-12-13,1,13:15,601,E06000023,6,0,6,20,3,4,6,0,0,0,1,4,2,0,0,1,1,E01014730,20124100B0068,1,1,1,1,24,5,3,0,0,0,0,0,9,1,Bristol
1762384,2015521600177,364619.0,165342.0,-2.509826,51.386012,52,3,2,3,2015-12-13,1,10:20,611,E06000022,6,0,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01014392,20124100B0145,2,1,1,2,60,9,3,0,0,0,0,0,9,1,
1762442,2015521600836,359666.0,176399.0,-2.582262,51.485095,52,3,4,2,2015-12-12,7,01:45,601,E06000023,4,4469,9,20,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01014510,20124100B0282,2,1,1,1,45,7,3,0,0,0,0,0,9,1,Bristol
1762481,2015530035941,384064.0,204476.0,-2.232185,51.73876,53,3,2,1,2015-12-12,7,16:40,624,E10000013,5,267,6,30,8,-1,-1,-1,0,0,4,5,2,0,0,1,2,E01022395,20124100B0355,1,2,2,1,25,5,3,0,0,1,0,0,9,1,
1762484,2015530036288,385281.0,205306.0,-2.214596,51.746256,53,3,1,1,2015-12-12,7,13:00,624,E10000013,6,7525,6,30,3,4,6,7506,0,0,1,2,2,0,0,1,1,E01022365,20124100B0359,2,1,1,2,20,4,3,0,0,0,0,0,9,-1,
1762485,2015530036314,400539.0,212987.0,-1.993585,51.815513,53,2,1,1,2015-12-12,7,08:52,621,E10000013,3,435,6,50,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01022187,20124100B0359,2,2,2,2,20,4,3,0,0,1,0,0,9,-1,Cotswold
1762489,2015530036484,364896.0,204280.0,-2.509747,51.736121,53,3,2,1,2015-12-12,7,10:50,622,E10000013,5,379,6,60,3,4,3,48,0,0,1,2,2,0,0,2,1,E01022257,20124100B0371,1,1,2,2,32,6,3,0,0,1,0,0,9,-1,Forest of Dean
1764792,201554B167115,399484.0,155655.0,-2.008786,51.300019,54,3,1,1,2015-12-12,7,03:39,635,E06000054,3,360,6,50,0,-1,-1,0,0,0,6,2,2,0,7,2,1,E01031858,20124100K0149,1,2,1,2,68,10,3,0,0,0,0,0,9,1,
1764793,201554B176115,403542.0,184883.0,-1.950297,51.562814,54,3,2,2,2015-12-13,1,00:57,635,E06000054,4,4042,6,60,6,4,5,76,0,0,6,5,2,0,0,2,1,E01031893,20124100K0149,2,1,2,2,19,4,3,0,0,1,0,0,9,1,
1764794,201554B176515,385171.0,170362.0,-2.214702,51.432063,54,2,1,1,2015-12-13,1,01:20,635,E06000054,3,4,6,50,0,-1,-1,0,0,0,4,2,2,0,0,1,1,E01031889,20124100K0156,1,1,1,2,74,10,3,0,0,0,0,0,9,2,
1764795,201554B185715,407654.0,183500.0,-1.891007,51.550339,54,3,2,2,2015-12-13,1,11:56,635,E06000054,3,3102,6,40,8,4,6,0,0,0,1,1,1,0,0,1,1,E01031964,20124100K0158,2,1,1,2,39,7,3,0,0,0,0,0,9,2,
1764796,201554B186815,415544.0,185089.0,-1.777148,51.564466,54,3,2,1,2015-12-13,1,15:26,633,E06000030,6,0,6,30,6,4,6,0,0,0,1,1,2,0,0,1,1,E01015475,20124100K0158,2,2,2,2,20,4,3,0,0,1,0,0,9,-1,
1764797,201554B192315,391757.0,173297.0,-2.120033,51.458588,54,3,2,1,2015-12-13,1,19:15,635,E06000054,3,4,1,30,1,2,3,4,0,5,4,1,2,0,0,1,1,E01031912,20124100K0159,1,1,1,1,25,5,3,0,0,0,0,0,3,1,
1764798,201554B193715,410363.0,183082.0,-1.85195,51.546538,54,3,2,1,2015-12-13,1,21:23,633,E06000030,3,3102,3,40,5,4,3,3102,0,0,4,1,1,0,0,1,1,E01015503,20124100K0161,1,1,1,2,22,5,3,0,0,0,0,0,9,1,
1764810,201554B242915,417153.0,188338.0,-1.753779,51.593632,54,3,1,1,2015-12-12,7,12:08,633,E06000030,3,419,3,70,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01015557,20124100K0182,2,2,1,1,55,8,3,0,0,0,0,0,19,1,
1764844,201554B516215,384478.0,163054.0,-2.224348,51.366334,54,2,2,1,2015-12-12,7,14:50,635,E06000054,5,231,6,60,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01032058,20124100K0271,1,1,3,1,3,1,3,5,9,0,0,0,0,-1,
1765785,2015551501575,365982.0,87957.0,-2.482948,50.690261,55,3,2,1,2015-12-12,7,12:12,645,E10000009,4,3159,6,60,3,4,6,0,0,0,1,1,2,0,0,2,1,E01020549,201242I023301,2,1,1,1,55,8,3,0,0,0,0,0,19,-1,
1765786,2015551501576,411985.0,92160.0,-1.831557,50.728937,55,3,2,1,2015-12-12,7,18:14,640,E06000028,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01015277,201242I023401,1,1,1,1,26,6,2,0,0,0,0,0,9,1,
1765787,2015551501577,413580.0,91729.0,-1.808974,50.725027,55,3,2,3,2015-12-12,7,16:07,640,E06000028,4,3059,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01015364,201242I023401,2,2,1,1,60,9,2,0,0,0,0,0,9,2,
1765802,2015551501607,412710.0,93960.0,-1.821223,50.745109,55,1,1,4,2015-12-13,1,19:27,640,E06000028,3,3060,6,40,6,2,6,0,0,5,4,1,1,0,2,1,1,E01015319,201242I024701,1,1,2,2,21,5,2,0,0,1,0,0,9,1,
1765803,2015551501612,404372.0,100257.0,-1.939327,50.801856,55,2,2,2,2015-12-12,7,12:15,647,E10000009,3,31,6,40,7,2,6,0,0,5,1,4,1,0,0,2,1,E01020407,201242I024801,1,1,3,2,10,2,3,5,4,0,0,2,0,-1,
1765876,2015551600133,363805.0,116788.0,-2.51662,50.949382,55,2,1,1,2015-12-12,7,08:42,645,E10000009,4,3145,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,2,E01020544,201242I030401,2,1,1,1,52,8,2,0,0,0,0,0,9,2,
1765877,2015551600134,364116.0,120219.0,-2.512533,50.980253,55,3,2,1,2015-12-12,7,11:10,645,E10000009,4,3145,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,E01020541,201242I030501,1,1,3,2,19,4,3,1,3,0,0,2,0,1,
1765910,2015551600343,416288.0,93300.0,-1.770541,50.739085,55,3,3,1,2015-12-13,1,15:30,641,E10000009,3,35,1,40,1,4,4,3347,0,0,1,1,1,0,0,2,2,E01020364,201242I033202,2,2,1,2,47,8,3,0,0,0,0,0,9,1,
1765917,2015551600376,405686.0,92024.0,-1.920805,50.727809,55,3,2,1,2015-12-12,7,13:45,643,E06000029,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01015386,201242I033802,2,1,1,1,48,8,3,0,0,0,0,0,9,1,
1767916,201560S189504,328300.0,351504.0,-3.07121,53.055959,60,3,1,1,2015-12-12,7,13:20,725,W06000006,6,0,6,30,0,-1,-1,0,0,0,1,5,2,0,0,2,1,W01000363,201242I192606,1,1,1,1,33,6,2,0,0,0,0,0,5,1,
1767917,201560S189544,331763.0,368204.0,-3.023111,53.206505,60,3,2,1,2015-12-12,7,14:05,724,W06000005,4,5441,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,W01000328,201242I192707,1,1,1,1,38,7,2,0,0,0,0,0,9,2,
1767918,201560S189669,325879.0,368503.0,-3.111259,53.208403,60,3,2,1,2015-12-12,7,17:00,724,W06000005,4,5126,6,60,3,4,6,0,0,0,6,5,2,0,2,2,1,W01000323,201242I192707,1,2,2,2,38,7,2,0,0,1,0,0,9,2,
